id,set,category,best,second,mean15,cut,ok,kw_rank
q008,golden_set_50.jsonl,enumeration,5.325722694396973,3.8170108795166016,1.9315332372983296,False,True,2
q009,golden_set_50.jsonl,reasoning,4.912439823150635,3.4049344062805176,0.351018151640892,False,True,1
q010,golden_set_50.jsonl,direct_fact,5.561311721801758,4.711393356323242,-0.006310834487279256,False,True,1
q011,golden_set_50.jsonl,enumeration,4.215755462646484,3.473926544189453,0.8393383274475733,False,True,3
q012,golden_set_50.jsonl,direct_fact,5.324112892150879,4.880974292755127,1.8589629781742891,False,True,1
q013,golden_set_50.jsonl,enumeration,7.858462333679199,6.858954429626465,1.589223277568817,False,True,1
q014,golden_set_50.jsonl,reasoning,-0.16513675451278687,-1.5898391008377075,-7.65119397242864,False,True,1
q015,golden_set_50.jsonl,direct_fact,7.147210597991943,5.77440071105957,1.2968080600102743,False,True,1
q016,golden_set_50.jsonl,reasoning,8.18631649017334,7.781815528869629,5.359273751576741,False,True,2
q017,golden_set_50.jsonl,direct_fact,3.6074867248535156,-0.7009415030479431,-8.437118728955587,False,True,1
q018,golden_set_50.jsonl,reasoning,6.57981014251709,6.33870792388916,4.301663837830225,False,True,1
q019,golden_set_50.jsonl,out_of_corpus,-3.98898983001709,-8.174283027648926,-9.466394488016764,True,True,
q020,golden_set_50.jsonl,out_of_corpus,-7.484320640563965,-8.740267753601074,-10.461839485168458,True,True,
q021,golden_set_50.jsonl,enumeration,5.359165668487549,5.221304893493652,2.649383596579234,False,True,2
q022,golden_set_50.jsonl,enumeration,5.927926540374756,5.53774356842041,-0.29735296790798504,False,True,1
q023,golden_set_50.jsonl,enumeration,5.309242248535156,3.388221025466919,-5.583333237965902,False,True,1
q024,golden_set_50.jsonl,enumeration,5.215361595153809,3.8310513496398926,-3.8279498716195426,False,True,1
q025,golden_set_50.jsonl,direct_fact,0.3761404752731323,-8.549560546875,-9.942583918571472,False,True,1
q026,golden_set_50.jsonl,reasoning,6.932424068450928,3.2112059593200684,0.8937595799565315,False,True,1
q027,golden_set_50.jsonl,enumeration,-1.7969071865081787,-3.364262342453003,-6.632120291392009,False,True,4
q028,golden_set_50.jsonl,direct_fact,0.5525375604629517,0.5012941360473633,-1.4933728198210399,False,True,10
q029,golden_set_50.jsonl,reasoning,4.092226982116699,2.6141862869262695,-0.3374122420946757,False,True,7
q030,golden_set_50.jsonl,reasoning,5.522131443023682,-7.89346981048584,-9.75055685043335,False,True,1
q031,golden_set_50.jsonl,direct_fact,5.806474685668945,1.624495506286621,-3.790528480211894,False,True,1
q032,golden_set_50.jsonl,enumeration,2.878047227859497,1.9806528091430664,-4.984641536076864,False,True,2
q033,golden_set_50.jsonl,direct_fact,5.526797294616699,1.6518274545669556,-4.436215233802796,False,True,1
q034,golden_set_50.jsonl,enumeration,4.441214561462402,0.022910628467798233,-3.2558242457608384,False,True,1
q035,golden_set_50.jsonl,reasoning,6.341555118560791,5.804065704345703,1.5008373896280924,False,True,2
q036,golden_set_50.jsonl,direct_fact,4.329382419586182,0.4065215587615967,-7.063352235158285,False,True,1
q037,golden_set_50.jsonl,direct_fact,7.6669721603393555,3.601536989212036,1.919555939733982,False,True,1
q038,golden_set_50.jsonl,reasoning,6.84490966796875,0.7202801704406738,-2.3208430846532186,False,True,1
q039,golden_set_50.jsonl,reasoning,1.3686580657958984,-0.2819387912750244,-6.556075954437256,False,True,1
q040,golden_set_50.jsonl,enumeration,3.0661439895629883,0.03899703174829483,-4.392706043024858,False,True,1
q041,golden_set_50.jsonl,enumeration,5.054852485656738,3.3364288806915283,1.2946046312650046,False,True,4
q042,golden_set_50.jsonl,reasoning,5.568576335906982,1.7823486328125,-3.5638697147369385,False,True,1
q043,golden_set_50.jsonl,direct_fact,5.326657295227051,3.7078042030334473,-0.3874036764105161,False,True,1
q044,golden_set_50.jsonl,multi_hop,2.954470634460449,1.3434885740280151,-1.3799619674682617,False,True,2
q045,golden_set_50.jsonl,multi_hop,2.462877035140991,2.044912338256836,-2.0089751606186232,False,True,4
q046,golden_set_50.jsonl,multi_hop,1.9969674348831177,1.5735865831375122,-3.8147521490852037,False,True,2
q047,golden_set_50.jsonl,multi_hop,3.032986640930176,1.5021026134490967,-1.5330856800079347,False,True,1
q048,golden_set_50.jsonl,out_of_corpus,-2.685126781463623,-2.957557201385498,-6.924658139546712,True,True,
q049,golden_set_50.jsonl,out_of_corpus,-10.517867088317871,-10.656733512878418,-11.137106577555338,True,True,
q050,golden_set_50.jsonl,out_of_corpus,-3.27569580078125,-6.8132100105285645,-8.87376257578532,True,True,
