id,arm,fmt,lang,category,chars,prompt_tokens,completion_tokens,generation_s,sentences,n_cites,n_bad_format,n_fabricated,n_fab_page,n_placeholder,cited_pages,pages_sent,ground_n,ground_skipped,ground_cited,ground_floor,refused,answer
q045,base,bare,gr,multi_hop,3436,10708,1144,10.33,27,0,0,0,0,0,0,8,0,0,nan,nan,0,"Το Berkeley View και η κριτική του CIDR περιγράφουν το πρόβλημα της αποθήκευσης στο serverless computing με διαφορετικές, αλλά συμπληρωματικές, προσεγγίσεις.

Σύμφωνα με το **Berkeley View** (S1, S2, S8):
1.  **Προκλήσεις Αποθήκευσης:** Αναγνωρίζονται ως προκλήσεις η Serverless Ephemeral Storage, η οποία πρέπει να παρέχει χαμηλή καθυστέρηση και υψηλό IOPS με λογικό κόστος, χωρίς να απαιτεί οικονομική μακροπρόθεσμη αποθήκευση, καθώς και η Serverless Durable Storage, η οποία απαιτεί μακροπρόθεσμη αποθήκευση (S1). Νέες τεχνολογίες μη-πτητικής μνήμης ενδέχεται να βοηθήσουν σε τέτοια συστήματα αποθήκευσης (S1).
2.  **Περιορισμοί:** Αναφέρεται η ""ανεπαρκής αποθήκευση για λειτουργίες λεπτομερούς κοκκοποίησης"" (inadequate storage for fine-grained operations) ως ένας από τους περιορισμούς των σημερινών πλατφορμών serverless computing (S2). Επιπλέον, για τις stateful υπηρεσίες, όπως τα συστήματα διαχείρισης βάσεων δεδομένων, η πολυπλεξία λειτούργησε λιγότερο αποτελεσματικά λόγω της στενής σύνδεσης μεταξύ υπολογισμού και αποθήκευσης, οδηγώντας σε χαμηλή αξιοποίηση πόρων για φόρτους εργασίας με διακυμάνσεις (S8).
3.  **Προβλέψεις:** Προβλέπεται η δημιουργία νέων υπηρεσιών αποθήκευσης BaaS που θα επεκτείνουν τους τύπους εφαρμογών που λειτουργούν καλά στο serverless computing, με απόδοση που θα ταιριάζει με την τοπική αποθήκευση block και θα διατίθενται σε ephemeral και durable παραλλαγές (S1).

Η **κριτική του CIDR** (S3, S4, S6, S7) τονίζει ότι οι σημερινές προσφορές FaaS περιορίζουν σημαντικά την ικανότητα αποτελεσματικής εργασίας με δεδομένα και εμποδίζουν την ανάπτυξη κατανεμημένων συστημάτων (S4, S6). Συγκεκριμένα, αναφέρονται οι εξής περιορισμοί (S3):
1.  **I/O Bottlenecks:** Οι Lambda functions συνδέονται με κοινόχρηστη αποθήκευση μέσω δικτυακής διεπαφής, πράγμα που σημαίνει μετακίνηση δεδομένων μεταξύ κόμβων ή racks. Η μέση ταχύτητα δικτύου για μία Lambda function είναι 538Mbps, μια τάξη μεγέθους πιο αργή από ένα σύγχρονο SSD. Όταν αυξάνεται η υπολογιστική ισχύς, το εύρος ζώνης ανά function συρρικνώνεται αναλογικά, φτάνοντας τα 28.7Mbps για 20 Lambda functions (S3).
2.  **Communication Through Slow Storage:** Οι Lambda functions δεν είναι άμεσα προσβάσιμες μέσω δικτύου κατά την εκτέλεση. Ως εκ τούτου, η επικοινωνία μεταξύ τους γίνεται μόνο μέσω μιας υπηρεσίας αποθήκευσης, όπως το S3, η οποία είναι σημαντικά πιο αργή και ακριβή από την επικοινωνία point-to-point. Αυτό απαιτεί την εγγραφή και ανάγνωση της κατάστασης σε αργή αποθήκευση για τη διατήρηση της κατάστασης μεταξύ κλήσεων (S3).
3.  **Data-Shipping Architecture:** Οι πλατφόρμες FaaS χαρακτηρίζονται ως αρχιτεκτονική ""data-shipping"", όπου τα δεδομένα μεταφέρονται στον κώδικα αντί ο κώδικας στα δεδομένα. Αυτό θεωρείται ένα αρχιτεκτονικό αντι-μοτίβο λόγω των επιπτώσεων στην καθυστέρηση, το εύρος ζώνης και το κόστος, δεδομένης της ιεραρχίας μνήμης και των καθυστερήσεων δικτύου (S3).
4.  **Stymies Distributed Computing:** Η έλλειψη δικτυακής προσβασιμότητας των serverless functions εμποδίζει τη συνεργασία τους, καθώς η επικοινωνία πρέπει να γίνεται μέσω αργής και ακριβής αποθήκευσης, κάτι που αναστέλλει τις βασικές λειτουργίες κατανεμημένου υπολογισμού (S3).
5.  **Fluid Code and Data Placement:** Για την επίτευξη καλής απόδοσης, η υποδομή θα πρέπει να μπορεί να συστεγάζει φυσικά συγκεκριμένο κώδικα και δεδομένα, συχνά με τη μεταφορά κώδικα στα δεδομένα, αντί της τρέχουσας προσέγγισης FaaS που μεταφέρει δεδομένα στον κώδικα (S7)."
q045,cite,bare,gr,multi_hop,3054,10809,1030,8.67,12,11,0,0,0,0,6,8,9,2,1.0,0.5264550264550265,0,"Το Berkeley View και η κριτική του CIDR περιγράφουν το πρόβλημα της αποθήκευσης στο serverless computing με διαφορετικές αλλά συμπληρωματικές οπτικές.

Σύμφωνα με το Berkeley View, οι προκλήσεις για την αποθήκευση στο serverless περιλαμβάνουν την ανάγκη για Serverless Ephemeral Storage, το οποίο πρέπει να παρέχει χαμηλή καθυστέρηση και υψηλό IOPS με λογικό κόστος, χωρίς να απαιτεί οικονομική μακροπρόθεσμη αποθήκευση [S1]. Μια δεύτερη κατηγορία εφαρμογών θα ωφελούνταν από το Serverless Durable Storage, το οποίο απαιτεί μακροπρόθεσμη αποθήκευση, με τις νέες τεχνολογίες μη-πτητικής μνήμης να μπορούν να βοηθήσουν σε τέτοια συστήματα [S1]. Το Berkeley View αναγνωρίζει επίσης την ""ανεπαρκή αποθήκευση για λειτουργίες λεπτομερούς κοκκοποίησης"" ως έναν από τους περιορισμούς των σημερινών πλατφορμών serverless computing [S2]. Προβλέπει τη δημιουργία νέων υπηρεσιών αποθήκευσης BaaS που θα επεκτείνουν τους τύπους εφαρμογών που λειτουργούν καλά στο serverless computing, οι οποίες θα ταιριάζουν με την απόδοση της τοπικής αποθήκευσης block και θα διατίθενται σε εφήμερες και ανθεκτικές παραλλαγές [S1]. Επιπλέον, το 2009, η πολυπλεξία λειτούργησε λιγότερο αποτελεσματικά για υπηρεσίες με κατάσταση, όπως η μεταφορά ενός συστήματος διαχείρισης βάσεων δεδομένων στο cloud, λόγω της στενής σύνδεσης μεταξύ υπολογισμού και αποθήκευσης, οδηγώντας σε χαμηλή αξιοποίηση πόρων για φόρτους εργασίας με διακυμάνσεις [S8].

Η κριτική του CIDR, από την άλλη πλευρά, τονίζει ότι οι σημερινές προσφορές FaaS αγνοούν την αποτελεσματική επεξεργασία δεδομένων και εμποδίζουν την ανάπτυξη κατανεμημένων συστημάτων [S4]. Αναφέρει συγκεκριμένους περιορισμούς, όπως τα ""I/O Bottlenecks"", όπου οι Lambda συνδέονται με κοινόχρηστη αποθήκευση μέσω δικτύου, με αποτέλεσμα σημαντικά χαμηλότερο εύρος ζώνης δικτύου (π.χ., 538Mbps για μία συνάρτηση Lambda, 28.7Mbps για 20 συναρτήσεις που μοιράζονται το εύρος ζώνης) σε σύγκριση με ένα σύγχρονο SSD [S3]. Επιπλέον, η ""Επικοινωνία μέσω Αργής Αποθήκευσης"" αναδεικνύεται ως πρόβλημα, καθώς οι συναρτήσεις Lambda μπορούν να επικοινωνούν μόνο μέσω ενδιάμεσων υπηρεσιών αυτόματης κλιμάκωσης, όπως το S3, το οποίο είναι σημαντικά πιο αργό και ακριβό από την επικοινωνία σημείο-προς-σημείο [S3]. Αυτό σημαίνει ότι η διατήρηση κατάστασης μεταξύ κλήσεων πελατών απαιτεί την εγγραφή και ανάγνωση της κατάστασης σε αργή αποθήκευση σε κάθε διαδοχική κλήση [S3]. Το FaaS χαρακτηρίζεται ως ""Data-Shipping Architecture"", όπου οι serverless συναρτήσεις εκτελούνται σε απομονωμένες, βραχύβιες, μη διευθυνσιοδοτούμενες VMs, ξεχωριστά από τα δεδομένα, οδηγώντας στην ""αποστολή δεδομένων στον κώδικα"" αντί για ""αποστολή κώδικα στα δεδομένα"", μια αρχιτεκτονική αντι-μορφή που είναι κακή για την καθυστέρηση, το εύρος ζώνης και το κόστος [S3]. Για το μέλλον, ο CIDR προτείνει την ""Εύρυθμη Τοποθέτηση Κώδικα και Δεδομένων"", όπου η υποδομή θα πρέπει να μπορεί να συστεγάζει φυσικά συγκεκριμένο κώδικα και δεδομένα, συχνά επιτυγχάνοντας αυτό με την αποστολή κώδικα στα δεδομένα, αντί της τρέχουσας προσέγγισης του FaaS που τραβάει δεδομένα στον κώδικα [S7]."
q004,base,bare,en,reasoning,1928,9236,381,5.27,17,0,0,0,0,0,0,8,0,0,nan,nan,0,"Cloud computing datacenters can achieve economies of scale primarily due to the construction and operation of extremely large datacenters at low-cost locations, coupled with efficient resource management.

Specifically, the reasons include:
1.  **Very Large Datacenters and Commodity Hardware:** Cloud providers build very large datacenters, often containing tens of thousands of computers, at low-cost sites. These datacenters utilize commodity computing, storage, and networking, which allows them to purchase hardware, network bandwidth, and power at significantly reduced prices—estimated to be 1/5 to 1/7 the cost for a medium-sized datacenter.
2.  **Statistical Multiplexing:** By statistically multiplexing workloads from a large group of customers onto a single physical box, cloud providers can increase hardware utilization and sell resources on a pay-as-you-go model below the costs of many medium-sized datacenters, while still making a profit. This also helps in realizing the illusion of infinite computing resources and eliminating up-front commitments for users.
3.  **Bulk Purchasing:** The sheer scale of operations enables bulk purchasing of resources, further reducing costs.
4.  **Amortization of Fixed Costs:** The fixed costs associated with software development and deployment can be amortized over a much larger number of machines, contributing to overall cost efficiency.
5.  **Strategic Location Selection:** Cloud providers achieve further savings by selecting datacenter locations where costs for electricity, cooling, labor, property, and taxes are geographically lower. For instance, electricity and cooling alone can account for a third of datacenter costs.
6.  **Operational Efficiency:** Very large datacenters can achieve higher administrative efficiency, with a ratio of over 1000 servers per administrator compared to approximately 140 servers per administrator in a medium-sized datacenter."
q004,cite,bare,en,reasoning,1529,9337,332,4.4,8,14,0,0,0,0,6,8,14,0,0.5895154845154844,0.40646207533962636,0,"Cloud computing datacenters can achieve economies of scale primarily due to their large size and operational strategies [S4, S6]. These datacenters, often extremely large and containing tens of thousands of computers, benefit from bulk purchasing of hardware, network bandwidth, and power, which can be acquired at 1/5 to 1/7 the prices available to medium-sized datacenters (hundreds or thousands of computers) [S2, S6]. Some estimates place this price advantage at a factor of 3 to 5 [S2].

Additionally, the fixed costs associated with software development and deployment can be amortized over a significantly larger number of machines [S2]. Cloud providers also strategically construct these very large datacenters at low-cost sites, which further reduces expenses, particularly for electricity and cooling, which can account for a third of datacenter costs [S1, S5, S6]. For example, electricity prices vary significantly by region, with Idaho offering 3.6¢ per KWH compared to 10.0¢ in California or 18.0¢ in Hawaii [S5].

Furthermore, statistical multiplexing among a large group of customers allows for increased utilization of resources compared to a private cloud, enabling cloud computing to offer services below the costs of a medium-sized datacenter while still generating profit [S1, S3, S6]. This approach also leads to improved administration ratios, with very large datacenters managing over 1000 servers per administrator compared to approximately 140 servers per administrator in medium-sized datacenters [S5]."
q014,base,bare,gr,reasoning,1786,9855,643,6.47,11,0,0,0,0,0,0,8,0,0,nan,nan,0,"Η ελαστικότητα στο Cloud Computing βοηθά στη μεταφορά του ρίσκου πρόβλεψης ζήτησης, καθώς μετατοπίζει τον κίνδυνο λανθασμένης εκτίμησης του φόρτου εργασίας από τον πάροχο υπηρεσιών στον προμηθευτή cloud. Αυτό επιτυγχάνεται μέσω της ικανότητας του cloud να προσθέτει ή να αφαιρεί πόρους με λεπτομέρεια και με χρόνο παράδοσης λίγων λεπτών αντί για εβδομάδες, επιτρέποντας την πολύ στενότερη αντιστοίχιση των πόρων με τον φόρτο εργασίας.

Συγκεκριμένα, η ελαστικότητα αντιμετωπίζει δύο βασικούς κινδύνους:
1.  **Υπερ-προμήθεια (Overprovisioning)**: Χωρίς ελαστικότητα, οι πάροχοι υπηρεσιών πρέπει να προμηθεύονται πόρους για την αναμενόμενη μέγιστη ζήτηση, οδηγώντας σε σπατάλη πόρων (υπο-χρησιμοποίηση) κατά τις περιόδους μη αιχμής. Η ελαστικότητα επιτρέπει τη μείωση αυτής της σπατάλης, καθώς οι πόροι πληρώνονται μόνο όταν χρησιμοποιούνται (""pay as you go"").
2.  **Υπο-προμήθεια (Underprovisioning)**: Η αδυναμία αντιμετώπισης απροσδόκητων αυξήσεων ζήτησης (π.χ., λόγω εποχιακών διακυμάνσεων ή εξωτερικών γεγονότων) μπορεί να οδηγήσει σε απόρριψη χρηστών ή κακή ποιότητα υπηρεσίας. Αυτό έχει ως αποτέλεσμα μηδενικά έσοδα από τους απορριφθέντες χρήστες και πιθανή μόνιμη απώλεια πελατών λόγω κακής εμπειρίας, καθώς και αρνητική δημοσιότητα. Η ελαστικότητα επιτρέπει την άμεση κλιμάκωση των πόρων για την κάλυψη αυτών των αιχμών, όπως φάνηκε στην περίπτωση της Animoto που κλιμακώθηκε από 50 σε 3500 servers σε τρεις ημέρες για να αντιμετωπίσει μια απότομη αύξηση ζήτησης.

Έτσι, ακόμη και αν το κόστος ανά ώρα server με μοντέλο ""pay-as-you-go"" είναι υψηλότερο από την αγορά και απόσβεση ενός server, τα οφέλη της ελαστικότητας και της μεταφοράς του ρίσκου υπερτερούν, καθώς διασφαλίζεται η βέλτιστη χρήση των πόρων και αποφεύγονται οι σοβαρές συνέπειες της λανθασμένης πρόβλεψης ζήτησης."
q014,cite,bare,gr,reasoning,1576,9956,560,5.79,10,8,0,0,0,0,2,8,4,4,1.0,0.6488095238095238,0,"Η ελαστικότητα (elasticity) βοηθά στη μεταφορά του ρίσκου της λανθασμένης εκτίμησης του φόρτου εργασίας από τον πάροχο υπηρεσιών στον προμηθευτή cloud [S2]. Αυτό επιτυγχάνεται μέσω της ικανότητας του Cloud Computing να προσθέτει ή να αφαιρεί πόρους σε λεπτομερή κλίμακα, όπως ένας server κάθε φορά με το EC2, και με χρόνο προετοιμασίας που μετριέται σε λεπτά αντί για εβδομάδες [S1]. Αυτή η ευελιξία επιτρέπει την πολύ στενότερη αντιστοίχιση των πόρων με τον πραγματικό φόρτο εργασίας [S1].

Συγκεκριμένα, η ελαστικότητα μετριάζει δύο βασικούς κινδύνους:
1.  **Υπερ-προμήθεια (overprovisioning)**: Αποφεύγεται η σπατάλη πόρων που παραμένουν αδρανείς σε μη αιχμής περιόδους, καθώς οι πάροχοι δεν χρειάζεται να προμηθεύονται πόρους για την αναμενόμενη μέγιστη ζήτηση εκ των προτέρων [S1].
2.  **Υπο-προμήθεια (underprovisioning)**: Αποτρέπεται η απώλεια δυνητικών εσόδων και χρηστών λόγω ανεπαρκούς χωρητικότητας κατά τη διάρκεια απροσδόκητων αυξήσεων ζήτησης, καθώς οι πόροι μπορούν να κλιμακωθούν γρήγορα για να ανταποκριθούν στις ανάγκες [S1, S2].

Ακόμη και σε περιπτώσεις όπου η τιμή ανά server-hour με το μοντέλο ""pay as you go"" μπορεί να είναι υψηλότερη από την αγορά και απόσβεση ενός συγκρίσιμου server, το κόστος αυτό αντισταθμίζεται από τα σημαντικά οικονομικά οφέλη της ελαστικότητας και της μεταφοράς του ρίσκου [S1]. Παραδείγματα όπως η Animoto και η Target δείχνουν ότι η ελαστικότητα μπορεί να είναι επιχειρησιακή απαίτηση για την αντιμετώπιση απρόβλεπτων αυξήσεων ζήτησης, επιτρέποντας στις δαπάνες να αντιστοιχούν πιο στενά στον πραγματικό φόρτο εργασίας [S2]."
q003,base,bare,en,direct_fact,2054,10399,392,4.92,14,0,0,0,0,0,0,8,0,0,nan,nan,0,"The data transfer bottleneck is an obstacle in Cloud Computing arising from applications becoming increasingly data-intensive, which complicates data placement and transport when applications are distributed across cloud boundaries. The cost of transferring data, estimated at $100 to $150 per terabyte, can accumulate rapidly, making it a significant issue. This bottleneck also extends to both Wide Area Network (WAN) bandwidth and intra-cloud networking technology, where inexpensive 1 Gigabit Ethernet at lower aggregation levels can limit performance for inter-node processing patterns and high-performance computing applications.

Suggested workarounds for the data transfer bottleneck include:

1.  **FedExing Disks:** Physically shipping disks or even entire computers via overnight delivery services for large data transfers. This method can significantly reduce both cost and latency compared to network transfers, as demonstrated by a 10 TB transfer example that would take less than a day and cost approximately $400 via shipping, versus over 45 days and $1000 in network fees.
2.  **Data Backup/Archival:** Finding other reasons to keep data in the cloud, such as Amazon hosting large public datasets for free on S3, which can attract EC2 cycles since there is no charge for data transfer between S3 and EC2. This also applies to off-site archival and backup services, where full backups can be moved by shipping physical disks and incremental backups sent over the network, potentially enabling new services once data is in the cloud.
3.  **Lower WAN Router Costs:** Reducing the cost of WAN bandwidth by exploring simpler routers built from commodity components with centralized control, as an alternative to expensive high-end distributed routers.
4.  **Higher Bandwidth LAN Switches:** Addressing intra-cloud networking bottlenecks by deploying higher bandwidth solutions like 10 Gigabit Ethernet for individual servers as its cost is expected to drop, making it more feasible than the current expensive deployment for aggregation links."
q003,cite,bare,en,direct_fact,3616,10500,760,6.55,29,25,0,0,0,0,5,8,25,0,0.7332194791344071,0.2953835565804202,0,"The data transfer bottleneck is identified as the fourth obstacle to the adoption and growth of Cloud Computing [S2]. This obstacle arises because applications are increasingly data-intensive, and distributing them across cloud boundaries complicates data placement and transport [S1]. Transferring data can be costly, with charges ranging from $100 to $150 per terabyte, necessitating careful consideration of data placement and traffic by cloud users and providers to minimize expenses [S1].

Beyond external transfers, both Wide Area Network (WAN) bandwidth and intra-cloud networking technology can act as performance bottlenecks [S1]. Within datacenters, the common deployment of inexpensive 1 Gigabit Ethernet (1GbE) at lower aggregation levels can limit performance for inter-node processing patterns, such as the shuffle step in MapReduce, and for high-performance computing applications [S1]. While 10 Gigabit Ethernet (10GbE) is used for aggregation links, its current cost makes it too expensive for individual servers [S1]. Furthermore, storage throughput is a significant bottleneck for larger shuffle operations [S4]. Specific application challenges include object stores being too slow for fine-grained communication in real-time video compression, and shuffle operations not scaling due to object store latency and IOPS limits in big data processing like MapReduce [S6].

Suggested workarounds for the data transfer bottleneck include:
1.  **FedExing Disks:** Physically shipping disks or even entire computers via overnight delivery services can be a cheaper and faster way to transfer large amounts of data compared to Internet transfers [S1, S2]. For example, sending ten 1 TB disks can transfer 10 TB in less than a day for approximately $400, achieving an effective bandwidth of about 1500 Mbit/sec, which is significantly faster and cheaper than network transfer [S1].
2.  **Data Backup/Archival:** Keeping data in the cloud for reasons like off-site archival and backup services can eliminate transfer bottlenecks once the data is resident, potentially enabling new services [S1, S2]. Cloud Computing can offer affordable off-premise backup services by shipping physical disks for weekly full backups and sending compressed daily incremental backups over the network [S1].
3.  **Lower WAN Router Costs:** Reducing the cost of WAN bandwidth more quickly is an opportunity, as two-thirds of the cost is attributed to high-end routers [S1, S2]. Researchers are exploring simpler routers built from commodity components with centralized control as a low-cost alternative [S1].
4.  **Higher Bandwidth LAN Switches:** Improving intra-cloud networking technology by deploying higher bandwidth LAN switches is another opportunity [S1, S2]. The cost of 10 GbE server connections is expected to drop, making it more feasible for individual servers [S1].
5.  **Small Storage with Low-Latency, High IOPS:** For MapReduce, using small storage with low-latency and high IOPS can speed up shuffle operations [S6].
6.  **Function-to-Function Communication:** For real-time video compression, function-to-function communication can avoid object store overhead, and a single function can execute multiple tasks to amortize startup time [S6, S8].
7.  **Storage with Low-Latency, High-Throughput:** For linear algebra, storage with low-latency and high-throughput can handle smaller problem sizes, overcoming S3 latency [S6].
8.  **Storage with Low-Latency, High IOPS for Parameter Servers:** For ML pipelines, fast storage with low-latency and high IOPS is needed to implement parameter servers efficiently [S6]."
q015,base,bare,gr,direct_fact,1235,6975,423,4.4,12,0,0,0,0,0,0,8,0,0,nan,nan,0,"Στο serverless computing, το ""cold start"" αναφέρεται στο πρόβλημα της καθυστέρησης που προκύπτει όταν ο serverless κώδικας πρέπει να προετοιμαστεί για εκτέλεση. Αυτό συμβαίνει επειδή οι serverless πλατφόρμες έχουν την ικανότητα να ""κλιμακώνονται στο μηδέν"" (scale to zero), δηλαδή να μην χρεώνουν τους χρήστες για τον αδρανή χρόνο, πράγμα που σημαίνει ότι οι πόροι αποδεσμεύονται όταν μια συνάρτηση δεν χρησιμοποιείται.

Οι παράγοντες που επηρεάζουν αυτή την καθυστέρηση του ""cold start"" περιλαμβάνουν:
1.  Τον χρόνο που απαιτείται για την εκκίνηση μιας cloud function.
2.  Τον χρόνο που απαιτείται για την αρχικοποίηση του περιβάλλοντος λογισμικού της συνάρτησης, όπως η φόρτωση βιβλιοθηκών Python.
3.  Την ειδική για την εφαρμογή αρχικοποίηση στον κώδικα του χρήστη.

Ενώ η εκκίνηση μιας cloud function μπορεί να διαρκέσει λιγότερο από ένα δευτερόλεπτο, η φόρτωση όλων των απαραίτητων στοιχείων μπορεί να διαρκέσει δεκάδες δευτερόλεπτα, με τις δύο τελευταίες παραμέτρους να επισκιάζουν την πρώτη. Οι ""cold starts"" μπορούν να εισάγουν καθυστερήσεις που φτάνουν τα λεπτά, ειδικά σε μαζικά παράλληλες εργασίες. Η ελαχιστοποίηση του προβλήματος του ""cold start"" είναι κρίσιμη, ενώ παράλληλα διατηρείται η δυνατότητα κλιμάκωσης στο μηδέν."
q015,cite,bare,gr,direct_fact,1377,7076,462,5.6,13,9,0,0,0,0,3,8,8,1,1.0,0.5773809523809524,0,"Το cold start στο serverless computing αναφέρεται στο πρόβλημα της καθυστέρησης που προκύπτει όταν ο κώδικας μιας serverless function πρέπει να προετοιμαστεί για εκτέλεση από την αρχή [S1]. Αυτό συμβαίνει επειδή οι serverless πλατφόρμες έχουν την ικανότητα να ""κλιμακώνονται στο μηδέν"" (scale to zero), δηλαδή να μην χρεώνουν τους πελάτες για τον χρόνο αδράνειας, κάτι που σημαίνει ότι δεν διατηρούν υποδομή ενεργή όταν δεν χρησιμοποιείται [S1].

Η καθυστέρηση του cold start επηρεάζεται από τρεις παράγοντες:
1.  Ο χρόνος που απαιτείται για την εκκίνηση μιας cloud function [S2].
2.  Ο χρόνος που απαιτείται για την αρχικοποίηση του περιβάλλοντος λογισμικού της function, όπως η φόρτωση βιβλιοθηκών Python [S2].
3.  Η ειδική για την εφαρμογή αρχικοποίηση στον κώδικα του χρήστη [S2].

Οι δύο τελευταίοι παράγοντες μπορούν να επισκιάσουν τον πρώτο, καθώς ενώ η εκκίνηση μιας cloud function μπορεί να διαρκέσει λιγότερο από ένα δευτερόλεπτο, η φόρτωση όλων των απαραίτητων στοιχείων μπορεί να πάρει δεκάδες δευτερόλεπτα [S2]. Σε ορισμένες περιπτώσεις, ένα cold start μπορεί να εισάγει καθυστερήσεις που φτάνουν τα δύο λεπτά ή και περισσότερο [S8]. Η εκτέλεση σε ""warm containers"" είναι πολύ ταχύτερη από την εκτέλεση από ένα ""cold container"" [S1]. Η ελαχιστοποίηση του προβλήματος του cold start, διατηρώντας παράλληλα την ικανότητα κλιμάκωσης στο μηδέν, θεωρείται κρίσιμη [S1]."
h016,base,bare,en,multi_hop,85,,,,2,0,0,0,0,0,0,0,0,0,nan,nan,0,The question refers to something it does not name. Which system or paper do you mean?
h016,cite,bare,en,multi_hop,85,,,,2,0,0,0,0,0,0,0,0,0,nan,nan,0,The question refers to something it does not name. Which system or paper do you mean?
